2.201654737250425637e-12,4.713063023313922653e-05,1.103933322155857414e-04,2.030801390535013230e-03
4.754951185713242069e-14,3.355941195607597446e-06,7.224251028757727511e+01,1.432601100048369472e-03
4.173807591557863524e-13,8.162572267649753426e-05,2.167481426861480957e+12,9.330518956646053491e-03
2.753543767544014565e-06,7.140538267674098969e-06,4.532153052384643201e-03,2.329299396688092483e-03
2.649635354969227726e-14,1.289216095579091355e-06,3.499816124783174456e-03,1.214453600984070729e-02
3.144570140752471571e-14,5.550226255361340739e-06,2.016353971306633408e+00,3.407055046089203613e-04
1.920233014902448710e-13,5.588136043236950799e-07,2.507027679196504266e+00,8.285810832268258874e-03
1.080141041257458111e-12,1.999317989328470310e-05,3.491821178328948750e+14,7.882686079719373323e-03
1.750709188947940300e-14,2.762851985425031186e-05,2.088520149244649688e+14,3.729454046812995856e-03
2.900411145051686719e-14,3.954286422963414075e-06,8.009818909837218559e-01,3.276507914446119205e-03
2.049807508771602442e-12,1.158156983998035950e-06,4.269649580354705626e-02,2.869656757425747065e-03
3.921730368742335960e-14,1.883785860640013621e-07,1.313760871289631250e+14,8.286236210002066727e-03
3.619764968816109923e-06,4.648087147909126054e-06,1.158309968564031345e-01,2.677061150379548334e-03
4.522818850638531911e-14,4.736517690441029617e-06,3.860879568029823052e-03,2.517928398714244786e-02
5.600915787975019569e-14,3.321050127350285190e-05,1.970037466149168500e+15,6.101978484048460258e-03
6.790898790102515814e-15,1.117498050213533675e-05,7.709795174920536362e-04,6.689610497454134656e-03
1.364986448832850290e-11,1.889553236114817036e-05,7.188424582010024058e-03,4.935074675876565016e-03
1.200330363293353064e-05,3.357550696826774171e-06,1.542860346305626427e-02,2.082971668673260293e-03
2.446016552206700174e-08,9.294988348689971468e-06,2.016539758427363105e-02,3.322176701777387973e-03
3.041837282705592448e-12,2.189292523734745802e-05,1.117606270278663841e-02,1.039650204913098765e-02
3.364122967034826706e-08,3.108203475683189924e-09,6.870772067881856095e-05,1.619790218420559709e-03
2.097485340643000032e-14,1.157299703588704324e+04,1.324816606544972630e-01,4.271206920297174019e-04
5.276612056693893403e-15,6.108009414081561290e-07,6.692374433133891909e-01,1.214111926981474359e-03
2.534230834311778356e-04,7.826923689668624680e-05,1.001362473104542607e-02,1.300389568734017232e-03
4.138584900273190456e-13,2.390794212418546566e-05,1.143905369886611539e-02,1.175697575496400735e-02
1.836830124777546155e-10,2.837313335583713310e-05,2.176772415626386167e-02,6.119587748828720503e-03
2.478824910047546548e-12,1.304520211306711592e-06,3.278964862624598586e-03,2.149829561490204100e-01
1.159763985257242834e-09,2.544383451837580002e-06,1.314727884674374390e+10,5.248755894819811044e-03
4.027697284169284201e-13,1.466956290798900788e-05,1.547222905192193342e+06,1.152445322411660292e-03
2.548434030352364422e-12,8.606877005868246779e+05,8.322116278482708310e-03,4.163196316964485125e-03
1.571960207263455402e-12,1.421611532303737314e-06,1.602881864788573488e-02,1.190822349673908336e-03
6.263175983851496636e-12,2.905239511859450464e-06,1.096309565629332031e+14,1.649292964131818251e-02
6.872660097623160879e-17,1.399205401851028918e-06,7.713142412076542000e+15,1.069239985044131112e-02
1.933251862049172314e-05,3.026721050389784493e-05,9.045497067450232465e-02,1.156487010920921165e-03
4.300701098737042900e-12,5.290885309194244555e-06,3.115999782961251875e+14,7.085846763311149932e-01
7.192225796891911550e-14,1.185996858822882419e-05,7.936232374084470400e+16,1.584888164284685708e-01
1.461361145993984163e-14,1.521659039368195974e-08,3.399069270838499968e+00,1.597953639052909769e-02
1.700067223122719364e-14,4.185418102782707151e-06,1.163903608404248600e+16,7.305600860302853897e-03
1.929872203851031019e-13,2.103117679721967537e-05,2.182726932321910063e-03,1.073808355121546980e-02
3.964501405972214054e-12,5.638043822701394096e-06,6.190359546443693992e-04,1.471798246733560522e-02
4.178673364909495565e-13,4.810589069788461674e-05,1.167694693134759180e+07,6.666516372403979984e-03
8.329654346637469957e-14,4.330914978907429345e-05,4.940993901382085000e+15,1.056445858491574826e-04
2.119529616836555928e-14,1.129634600568707551e-04,3.087868154443355606e-01,1.549323624506375507e+00
1.123611607404221910e-12,5.021477975064888179e-06,7.255415629770529430e-03,3.674278026597415248e-03
4.611451912734815958e-15,4.934074051260252469e-07,2.490202997123001516e+07,3.081880372015787049e-03
1.040174440670680280e-10,5.457370977326752602e-07,1.046949154192956000e+15,1.748019532356985930e-03
5.296867644339210968e-13,8.880641003627910894e-08,1.829850078846063798e+30,8.582643286666321800e-03
1.702923847456683744e-11,2.606237297983348978e-05,1.183648059634502189e-02,1.040139072268428692e-03
9.278398752022310096e-15,2.581941173883183007e-07,1.885922268774071348e-02,8.106565180121969028e-03
7.654287354625713314e-13,5.833327663893910917e-06,1.346120258412235315e-01,4.708898214177620507e-03
2.114454485840015631e-12,6.879564266893262238e-06,1.476361905720786743e+11,2.191681783990160337e-01
1.255416082759942958e-12,3.363401715440309996e-06,2.233195206999826711e+06,7.382554278943222192e-03
3.153667260125792773e-16,3.499505921078649022e-06,4.844649643137686875e+14,2.182588736161514826e-05
7.368388730312243019e-15,2.012530146291579983e-04,8.493388498299928615e+05,1.746066881775291263e-02
9.730390595468243598e-16,1.054326907329622380e-05,1.237756506848549375e+14,2.302000374755519378e-03
7.213702949904384136e-14,2.126389992198962105e-08,1.247008433813339041e-02,2.025246639066681509e-02
1.838392619169096179e-13,1.442232579441375372e-06,2.696529916476971705e-04,1.650026825839042560e-02
1.298576575721137611e-13,1.006124997396643010e-05,5.632793713810462233e-01,1.087452248442010274e-03
8.827873655046917565e-14,4.543179908148354857e-04,9.916026281271564380e-02,2.573176610669494508e-03
2.250492939318101098e-12,1.461289634818627344e+13,2.050103917383488159e+11,1.652296911447872618e-03
